User Language,"Are you a Smart Home Personal Assistant (SPA) user or owner, e.g., Amazon Echo or Google Home?",Which SPA do you use? (Check all that apply) - Selected Choice,Which SPA do you use? (Check all that apply) - Other - Text,How long have you been using it?,Would you consider using it in the future?,Please choose from the following why you would consider owing or buying a smart speaker/assistant in the future: Select all options that apply - Selected Choice,Please choose from the following why you would consider owing or buying a smart speaker/assistant in the future: Select all options that apply - Other - Text,Please choose from the following why you may NOT wish to use a Smart Home Personal Assistants in the future: Select all options that apply - Selected Choice,Please choose from the following why you may NOT wish to use a Smart Home Personal Assistants in the future: Select all options that apply - Other - Text,Age,Employment Status,Gender identity,Highest education level completed,Internet enabled products,Student Status,Technology use at work
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,35,Other,Female,High school diploma/A-levels,"Smart TV (e.g. Samsung, LG, JVC), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Connected printers (e.g. WiFi)",No,about once a week
EN-GB,Yes,Google Home,,1 Year,,,,,,21,Other,Male,High school diploma/A-levels,"Smart TV (e.g. Samsung, LG, JVC), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home)",Yes,not at all
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,38,Full-Time,Male,Technical/community college,"Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Connected printers (e.g. WiFi), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Games console (e.g. PS4, Xbox one)",No,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,1 Year,,,,,,33,Unemployed (and job seeking),Male,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo)",No,more than once a day
EN-GB,Yes,Google Home,,"2 Years
",,,,,,27,Full-Time,Male,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch), Smart doorlock and/or doorbell (e.g. August Smartlock, Danalock, Ring smart doorbell), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo), Smart health monitors excluding smart watches (e.g. scales, blood pressure monitors), Smart bluetooth trackers excluding smart watches (e.g. keyrings to identify lost keys such as Tile, Chipolo, Lapa 2)",No,not at all
EN-GB,Yes,Google Home,,3 Years ,,,,,,24,Full-Time,Male,Undergraduate degree (BA/BSc/other),"Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch)",No,more than once a day
EN-GB,Yes,Google Home,,1 Year,,,,,,37,Full-Time,Male,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch)",No,more than once a day
EN-GB,Yes,Google Home,,1 Year,,,,,,23,Full-Time,Female,Undergraduate degree (BA/BSc/other),"Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home)",Yes,more than once a day
EN-GB,Yes,Google Home,,Less than a year ago,,,,,,31,Full-Time,Male,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner)",No,4 or 6 times a week
EN-GB,Yes,Google Home,,"2 Years
",,,,,,35,Full-Time,Male,Undergraduate degree (BA/BSc/other),"Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Games console (e.g. PS4, Xbox one), Smart Thermostat (e.g. Nest, Hive, tadoi)",No,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,4 or more years ,,,,,,28,Unemployed (and job seeking),Male,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart smoke monitors and alarms (e.g. Kepler, Birdi)",No,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,Less than a year ago,,,,,,19,Other,Female,Technical/community college,"Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Connected printers (e.g. WiFi)",Yes,not at all
EN-GB,Yes,"Amazon Echo/Alexa,Microsoft cortana,Other",,"2 Years
",,,,,,60,Full-Time,Male,Undergraduate degree (BA/BSc/other),"Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo), Games console (e.g. PS4, Xbox one), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan), Smart TV (e.g. Samsung, LG, JVC), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart smoke monitors and alarms (e.g. Kepler, Birdi), Smart doorlock and/or doorbell (e.g. August Smartlock, Danalock, Ring smart doorbell)",No,more than once a day
EN-GB,No,,,,Yes,"It provides convenience,It is useful",,,,25,Full-Time,Male,High school diploma/A-levels,"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart health monitors excluding smart watches (e.g. scales, blood pressure monitors), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner)",Yes,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,Less than a year ago,,,,,,24,Full-Time,Male,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast)",No,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,Less than a year ago,,,,,,20,Unemployed (and job seeking),Female,High school diploma/A-levels,"Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Connected printers (e.g. WiFi)",Yes,not at all
EN-GB,No,,,,Yes,"It provides convenience,It is useful,Just to try it out,Other",I actually recently bought an Echo but have not installed it yet. ,,,50,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,Technical/community college,"Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi)",Yes,not at all
EN-GB,Yes,"Amazon Echo/Alexa,Microsoft cortana",,1 Year,,,,,,31,Other,Female,Don't know / not applicable,"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart health monitors excluding smart watches (e.g. scales, blood pressure monitors), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner)",Yes,more than once a day
EN-GB,Yes,Google Home,,"2 Years
",,,,,,20,Part-Time,Female,Technical/community college,"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Smart Thermostat (e.g. Nest, Hive, tadoi), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch), Smart doorlock and/or doorbell (e.g. August Smartlock, Danalock, Ring smart doorbell), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo), Smart water sprinkler/irrigation controllers (e.g. Aifro WaterEco, BlueSpray, Rachio Smart Sprinkler Controller), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan)",Yes,2 or 3 times a week
EN-GB,Yes,Google Home,,1 Year,,,,,,22,Unemployed (and job seeking),Female,Undergraduate degree (BA/BSc/other),"Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi)",Yes,not at all
EN-GB,Yes,Amazon Echo/Alexa,,1 Year,,,,,,35,Part-Time,Female,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Smart Thermostat (e.g. Nest, Hive, tadoi), Smart bluetooth trackers excluding smart watches (e.g. keyrings to identify lost keys such as Tile, Chipolo, Lapa 2)",Yes,4 or 6 times a week
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,35,Full-Time,Female,Technical/community college,"Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home)",No,not at all
EN-GB,Yes,Amazon Echo/Alexa,,Less than a year ago,,,,,,27,Full-Time,Female,Graduate degree (MA/MSc/MPhil/other),"Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Smart Thermostat (e.g. Nest, Hive, tadoi), Games console (e.g. PS4, Xbox one), Video streaming product (e.g. AppleTV, chromecast), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo), Connected printers (e.g. WiFi), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner), Smart TV (e.g. Samsung, LG, JVC), Baby camera/monitor (e.g. Withings Smart Baby Monitor, Motorola Baby Monitor Camera)",No,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,25,Unemployed (and job seeking),Male,Technical/community college,"Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Smart TV (e.g. Samsung, LG, JVC), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Games console (e.g. PS4, Xbox one), Video streaming product (e.g. AppleTV, chromecast)",Yes,not at all
EN-GB,No,,,,Yes,It provides convenience,,,,38,Part-Time,Female,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch)",No,4 or 6 times a week
EN-GB,Yes,Google Home,,1 Year,,,,,,26,Unemployed (and job seeking),Male,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan), Smart bluetooth trackers excluding smart watches (e.g. keyrings to identify lost keys such as Tile, Chipolo, Lapa 2)",Yes,more than once a day
EN-GB,Yes,"Amazon Echo/Alexa,Google Home",,3 Years ,,,,,,33,Full-Time,Male,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Smart Thermostat (e.g. Nest, Hive, tadoi), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch), Smart doorlock and/or doorbell (e.g. August Smartlock, Danalock, Ring smart doorbell), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo), Smart water sprinkler/irrigation controllers (e.g. Aifro WaterEco, BlueSpray, Rachio Smart Sprinkler Controller), Smart health monitors excluding smart watches (e.g. scales, blood pressure monitors), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan), Smart smoke monitors and alarms (e.g. Kepler, Birdi), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner), Smart bluetooth trackers excluding smart watches (e.g. keyrings to identify lost keys such as Tile, Chipolo, Lapa 2)",No,more than once a day
EN-GB,No,,,,No,,,"It is unnecessary,It may invade privacy",,27,Part-Time,Male,Undergraduate degree (BA/BSc/other),None/Rather not say,Yes,less than once a week
EN-GB,No,,,,No,,,It may invade privacy,,27,Unemployed (and job seeking),Female,Doctorate degree (PhD/other),None/Rather not say,No,more than once a day
EN-GB,No,,,,No,,,"It is unnecessary,It may invade privacy",,24,Full-Time,Female,Graduate degree (MA/MSc/MPhil/other),None/Rather not say,Yes,more than once a day
EN-GB,No,,,,Yes,Just to try it out,,,,26,Other,Male,High school diploma/A-levels,None/Rather not say,Yes,about once a day
EN-GB,No,,,,No,,,It may invade privacy,,30,Part-Time,Female,Undergraduate degree (BA/BSc/other),None/Rather not say,No,more than once a day
EN-GB,No,,,,Yes,It provides convenience,,,,27,Full-Time,Female,Graduate degree (MA/MSc/MPhil/other),None/Rather not say,Yes,4 or 6 times a week
EN-GB,No,,,,No,,,It is unnecessary,,44,Part-Time,Female,Undergraduate degree (BA/BSc/other),None/Rather not say,No,more than once a day
EN-GB,No,,,,Yes,Just to try it out,,,,21,Part-Time,Male,High school diploma/A-levels,None/Rather not say,Yes,not at all
EN-GB,No,,,,No,,,"It is unnecessary,It may invade privacy",,32,Full-Time,Female,Undergraduate degree (BA/BSc/other),None/Rather not say,No,less than once a week
EN-GB,No,,,,Yes,It is useful,,,,18,Full-Time,Male,Secondary education (e.g. GED/GCSE),None/Rather not say,No,not at all
EN-GB,No,,,,Yes,"It provides convenience,It is useful,Just to try it out",,,,21,Other,Male,High school diploma/A-levels,None/Rather not say,Yes,not at all
EN-GB,No,,,,Yes,"It provides convenience,It is useful,Just to try it out",,,,19,Other,Female,High school diploma/A-levels,None/Rather not say,No,not at all
EN-GB,Yes,Amazon Echo/Alexa,,1 Year,,,,,,20,Unemployed (and job seeking),Female,High school diploma/A-levels,None/Rather not say,Yes,about once a week
EN-GB,No,,,,Yes,"It provides convenience,It is useful",,,,26,Unemployed (and job seeking),Female,High school diploma/A-levels,None/Rather not say,Yes,not at all
EN-GB,No,,,,Yes,Just to try it out,,,,39,Full-Time,Male,Undergraduate degree (BA/BSc/other),None/Rather not say,No,more than once a day
EN-GB,Yes,"Amazon Echo/Alexa,Microsoft cortana",,"2 Years
",,,,,,19,Unemployed (and job seeking),Male,Technical/community college,None/Rather not say,No,about once a day
EN-GB,No,,,,Yes,Just to try it out,,,,20,Other,Female,High school diploma/A-levels,None/Rather not say,Yes,less than once a week
EN-GB,No,,,,No,,,"It is unnecessary,It may invade privacy",,21,Other,Female,Undergraduate degree (BA/BSc/other),None/Rather not say,Yes,not at all
EN-GB,No,,,,Yes,It is useful,,,,24,Unemployed (and job seeking),Male,High school diploma/A-levels,None/Rather not say,Yes,more than once a day
EN-GB,No,,,,Yes,"It provides convenience,Just to try it out",,,,23,Other,Male,High school diploma/A-levels,None/Rather not say,Yes,2 or 3 times a week
EN-GB,No,,,,No,,,"It is unnecessary,It may invade privacy,It is expensive to have one",,19,Unemployed (and job seeking),Female,Don't know / not applicable,None/Rather not say,Yes,about once a day
EN-GB,No,,,,No,,,It may invade privacy,,20,Other,Male,Undergraduate degree (BA/BSc/other),None/Rather not say,Yes,not at all
EN-GB,No,,,,Yes,"It provides convenience,Just to try it out",,,,24,Full-Time,Female,Undergraduate degree (BA/BSc/other),None/Rather not say,Yes,not at all
EN-GB,No,,,,Yes,"It provides convenience,To keep me company",,,,39,Full-Time,Male,Graduate degree (MA/MSc/MPhil/other),None/Rather not say,No,more than once a day
EN-GB,No,,,,Yes,"It provides convenience,It is useful,Just to try it out",,,,36,Part-Time,Male,Graduate degree (MA/MSc/MPhil/other),None/Rather not say,No,about once a day
EN-GB,No,,,,Yes,Just to try it out,,,,74,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,Undergraduate degree (BA/BSc/other),None/Rather not say,No,not at all
EN-GB,Yes,Google Home,,1 Year,,,,,,49,Full-Time,Male,Undergraduate degree (BA/BSc/other),None/Rather not say,No,more than once a day
EN-GB,No,,,,Yes,"It provides convenience,Just to try it out",,,,23,Unemployed (and job seeking),Female,Technical/community college,None/Rather not say,Yes,not at all
EN-GB,No,,,,Yes,It is useful,,,,21,Other,Female,High school diploma/A-levels,None/Rather not say,Yes,not at all
EN-GB,No,,,,Yes,"It provides convenience,Just to try it out",,,,27,Unemployed (and job seeking),Male,Graduate degree (MA/MSc/MPhil/other),None/Rather not say,Yes,not at all
EN-GB,No,,,,Yes,Just to try it out,,,,26,Unemployed (and job seeking),Male,Graduate degree (MA/MSc/MPhil/other),None/Rather not say,No,2 or 3 times a week
EN-GB,No,,,,Yes,Just to try it out,,,,26,Unemployed (and job seeking),Female,Undergraduate degree (BA/BSc/other),None/Rather not say,Yes,less than once a week
EN-GB,No,,,,Yes,Just to try it out,,,,33,Full-Time,Female,High school diploma/A-levels,None/Rather not say,No,more than once a day
EN-GB,No,,,,Yes,"It provides convenience,It is useful,Just to try it out",,,,27,Unemployed (and job seeking),Male,High school diploma/A-levels,None/Rather not say,No,not at all
EN-GB,No,,,,Yes,It provides convenience,,,,25,Other,Female,High school diploma/A-levels,None/Rather not say,Yes,not at all
EN-GB,No,,,,Yes,"It provides convenience,It is useful",,,,25,Full-Time,Female,Graduate degree (MA/MSc/MPhil/other),None/Rather not say,Yes,about once a day
EN-GB,No,,,,Yes,It is useful,,,,18,Unemployed (and job seeking),Male,High school diploma/A-levels,None/Rather not say,No,about once a day
EN-GB,No,,,,Yes,"It provides convenience,It is useful",,,,31,Part-Time,Female,Undergraduate degree (BA/BSc/other),None/Rather not say,Yes,about once a week
EN-GB,No,,,,No,,,"It is unnecessary,It may invade privacy",,34,Full-Time,Male,Graduate degree (MA/MSc/MPhil/other),None/Rather not say,No,about once a day
EN-GB,No,,,,No,,,"It is unnecessary,It may invade privacy,It is expensive to have one",,30,Unemployed (and job seeking),Female,Don't know / not applicable,None/Rather not say,No,not at all
EN-GB,Yes,Apple Homepod,,Less than a year ago,,,,,,20,Full-Time,Female,Technical/community college,None/Rather not say,No,about once a week
EN-GB,No,,,,Yes,It is useful,,,,71,Part-Time,Female,Graduate degree (MA/MSc/MPhil/other),None/Rather not say,No,more than once a day
EN-GB,No,,,,No,,,"It is unnecessary,It may invade privacy",,28,Full-Time,Female,Undergraduate degree (BA/BSc/other),None/Rather not say,No,more than once a day
EN-GB,No,,,,No,,,It may invade privacy,,30,Part-Time,Male,High school diploma/A-levels,None/Rather not say,No,more than once a day
EN-GB,No,,,,Yes,Just to try it out,,,,20,Other,Female,High school diploma/A-levels,None/Rather not say,Yes,about once a week
EN-GB,Yes,Google Home,,1 Year,,,,,,21,Part-Time,Female,High school diploma/A-levels,None/Rather not say,Yes,more than once a day
EN-GB,No,,,,No,,,"It is unnecessary,It may invade privacy",,22,Unemployed (and job seeking),Female,High school diploma/A-levels,None/Rather not say,Yes,2 or 3 times a week
EN-GB,Yes,Amazon Echo/Alexa,,Less than a year ago,,,,,,40,Part-Time,Female,Graduate degree (MA/MSc/MPhil/other),None/Rather not say,No,more than once a day
EN-GB,No,,,,Yes,"It provides convenience,Just to try it out",,,,21,Unemployed (and job seeking),Male,High school diploma/A-levels,None/Rather not say,Yes,not at all
EN-GB,No,,,,Yes,"It is useful,Just to try it out",,,,20,Full-Time,Male,Technical/community college,None/Rather not say,Yes,more than once a day
EN-GB,No,,,,Yes,"It provides convenience,It is useful",,,,27,Unemployed (and job seeking),Male,Undergraduate degree (BA/BSc/other),None/Rather not say,No,not at all
EN-GB,No,,,,Yes,Just to try it out,,,,24,Other,Male,Graduate degree (MA/MSc/MPhil/other),None/Rather not say,Yes,2 or 3 times a week
EN-GB,No,,,,No,,,It is unnecessary,,37,Full-Time,Male,Graduate degree (MA/MSc/MPhil/other),None/Rather not say,No,more than once a day
EN-GB,No,,,,Yes,"It is useful,Just to try it out",,,,18,Other,Male,Secondary education (e.g. GED/GCSE),None/Rather not say,Yes,about once a day
EN-GB,No,,,,Yes,"It provides convenience,Just to try it out",,,,30,Part-Time,Female,Graduate degree (MA/MSc/MPhil/other),None/Rather not say,Yes,more than once a day
EN-GB,No,,,,No,,,"It is unnecessary,It may invade privacy,It is expensive to have one",,20,Part-Time,Male,High school diploma/A-levels,None/Rather not say,Yes,more than once a day
EN-GB,Yes,Google Home,,Less than a year ago,,,,,,19,Unemployed (and job seeking),Male,Secondary education (e.g. GED/GCSE),None/Rather not say,Yes,not at all
EN-GB,No,,,,Yes,"It is useful,Just to try it out",,,,21,Other,Male,High school diploma/A-levels,None/Rather not say,Yes,less than once a week
EN-GB,No,,,,No,,,"It is unnecessary,It may invade privacy",,53,Other,Female,Graduate degree (MA/MSc/MPhil/other),None/Rather not say,No,more than once a day
EN-GB,No,,,,Yes,"It is useful,Just to try it out",,,,21,Full-Time,Male,High school diploma/A-levels,None/Rather not say,No,less than once a week
EN-GB,No,,,,Yes,It provides convenience,,,,19,Part-Time,Female,High school diploma/A-levels,None/Rather not say,Yes,not at all
EN-GB,No,,,,No,,,"It is unnecessary,It may invade privacy",,20,Other,Male,High school diploma/A-levels,None/Rather not say,Yes,more than once a day
EN-GB,No,,,,Yes,"It provides convenience,Just to try it out",,,,22,Other,Male,Undergraduate degree (BA/BSc/other),None/Rather not say,Yes,not at all
EN-GB,No,,,,Yes,"Just to try it out,Other",for fun,,,34,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,Undergraduate degree (BA/BSc/other),None/Rather not say,No,not at all
EN-GB,No,,,,No,,,It is unnecessary,,30,Unemployed (and job seeking),Female,High school diploma/A-levels,None/Rather not say,No,not at all
EN-GB,No,,,,Yes,Just to try it out,,,,41,Full-Time,Female,Graduate degree (MA/MSc/MPhil/other),None/Rather not say,No,not at all
EN-GB,No,,,,Yes,"It provides convenience,It is useful,Just to try it out,To keep me company",,,,22,Part-Time,Male,High school diploma/A-levels,None/Rather not say,Yes,not at all
EN-GB,Yes,"Google Home,Microsoft cortana",,Less than a year ago,,,,,,23,Unemployed (and job seeking),Male,Undergraduate degree (BA/BSc/other),None/Rather not say,Yes,2 or 3 times a week
EN-GB,Yes,Microsoft cortana,,1 Year,,,,,,18,Other,Male,Undergraduate degree (BA/BSc/other),None/Rather not say,Yes,about once a day
EN-GB,No,,,,Yes,"It provides convenience,It is useful,Just to try it out",,,,52,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,Graduate degree (MA/MSc/MPhil/other),None/Rather not say,No,not at all
EN-GB,No,,,,Yes,Just to try it out,,,,20,Full-Time,Male,High school diploma/A-levels,None/Rather not say,No,more than once a day
EN-GB,No,,,,Yes,"It is useful,To keep me company",,,,55,Full-Time,Male,Secondary education (e.g. GED/GCSE),None/Rather not say,No,more than once a day
EN-GB,No,,,,Yes,"Just to try it out,To keep me company",,,,21,Other,Male,High school diploma/A-levels,None/Rather not say,No,not at all
EN-GB,No,,,,No,,,"It is unnecessary,It may invade privacy",,21,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,High school diploma/A-levels,None/Rather not say,Yes,more than once a day
EN-GB,No,,,,Yes,"It provides convenience,It is useful,Just to try it out",,,,21,Unemployed (and job seeking),Female,No formal qualifications,None/Rather not say,No,not at all
EN-GB,No,,,,Yes,It provides convenience,,,,24,Part-Time,Female,Undergraduate degree (BA/BSc/other),None/Rather not say,Yes,about once a week
EN-GB,No,,,,Yes,Just to try it out,,,,23,Unemployed (and job seeking),Male,High school diploma/A-levels,None/Rather not say,Yes,more than once a day
EN-GB,No,,,,Yes,"It provides convenience,It is useful,Just to try it out",,,,21,Other,Male,Undergraduate degree (BA/BSc/other),None/Rather not say,Yes,more than once a day
EN-GB,No,,,,Yes,"It provides convenience,Just to try it out",,,,22,Unemployed (and job seeking),Female,Graduate degree (MA/MSc/MPhil/other),None/Rather not say,No,not at all
EN-GB,No,,,,Yes,Just to try it out,,,,26,Full-Time,Male,Undergraduate degree (BA/BSc/other),None/Rather not say,Yes,more than once a day
EN-GB,No,,,,Yes,"It provides convenience,Just to try it out",,,,25,Full-Time,Male,Graduate degree (MA/MSc/MPhil/other),None/Rather not say,Yes,2 or 3 times a week
EN-GB,No,,,,Yes,"It provides convenience,It is useful,To keep me company",,,,29,Full-Time,Female,Graduate degree (MA/MSc/MPhil/other),None/Rather not say,No,more than once a day
EN-GB,No,,,,Yes,It is useful,,,,20,Other,Male,High school diploma/A-levels,None/Rather not say,Yes,more than once a day
EN-GB,No,,,,No,,,"It is unnecessary,It may invade privacy,It is expensive to have one",,19,Other,Male,High school diploma/A-levels,None/Rather not say,Yes,not at all
EN-GB,No,,,,Yes,"It is useful,Just to try it out",,,,29,Full-Time,Male,Graduate degree (MA/MSc/MPhil/other),None/Rather not say,No,about once a day
EN-GB,No,,,,No,,,It is unnecessary,,24,Unemployed (and job seeking),Female,Graduate degree (MA/MSc/MPhil/other),None/Rather not say,No,more than once a day
